from,to,dist
Valencia/València,Lleida,317.07894671746385
Valencia/València,Lugo,712.8691411975814
Valencia/València,Madrid,302.9578741102647
Valencia/València,Melilla,492.524711131926
Valencia/València,Murcia,159.76311828023844
Valencia/València,Málaga,454.9885033765433
Valencia/València,Navarra,391.9695090680324
Valencia/València,Ourense,687.8921916921284
Valencia/València,Palencia,475.4888390856392
Valencia/València,Pontevedra,757.3598443935183
Valencia/València,Salamanca,490.64093827793437
Valencia/València,Segovia,364.5459393932769
Valencia/València,Sevilla,498.52828900800006
Valencia/València,Soria,313.2887917715802
Valencia/València,Tarragona,244.61739369161592
Valencia/València,Teruel,157.56315684115728
Valencia/València,Toledo,325.3573299779649
Valencia/València,Valencia/València,9.493529796600342e-05
Valencia/València,Valladolid,447.1982336819643
Valencia/València,Vizcaya,481.452841247019
Valencia/València,Zamora,524.8693298639846
Valencia/València,Zaragoza,259.8786838677517
Valencia/València,Álava,426.07061126933075
Valencia/València,Ávila,406.563167978464
Valladolid,A Coruña,341.7750290822735
Valladolid,Albacete,394.4586471633058
Valladolid,Alicante/Alacant,508.48211064048735
Valladolid,Almería,541.6302082727823
Valladolid,Asturias,211.94240587971098
Valladolid,Badajoz,349.302071617737
Valladolid,Barcelona,569.2974825843083
Valladolid,Burgos,121.24389598711814
Valladolid,Cantabria,194.04228360245273
Valladolid,Castellón/Castelló,422.3903309777911
Valladolid,Ceuta,642.1843221039052
Valladolid,Ciudad Real,316.7660279432135
Valladolid,Cuenca,290.38468528571923
Valladolid,Cáceres,228.7052715344565
Valladolid,Cádiz,567.3411558168816
Valladolid,Córdoba,416.16708693628965
Valladolid,Girona,630.4686703343133
Valladolid,Granada,511.5159985516083
Valladolid,Guadalajara,199.7230175705978
Valladolid,Guipúzcoa,273.8651516894619
Valladolid,Huelva,477.9273106621943
Valladolid,Huesca,400.7861689403593
Valladolid,Illes Balears,691.5355244621326
Valladolid,Jaén,424.75008043431677
Valladolid,La Rioja,197.98629357039013
Valladolid,León,126.4419267573378
Valladolid,Lleida,485.0322232817826
Valladolid,Lugo,265.8084759199056
Valladolid,Madrid,155.05759728017512
Valladolid,Melilla,725.7507105975232
Valladolid,Murcia,505.05521996827105
Valladolid,Málaga,540.9437197518122
Valladolid,Navarra,279.9277965156687
Valladolid,Ourense,249.09097824440934
Valladolid,Palencia,77.15849722461773
Valladolid,Pontevedra,320.08838650601024
Valladolid,Salamanca,134.21258716545242
Valladolid,Segovia,82.78509207073579
Valladolid,Sevilla,478.1478148958339
Valladolid,Soria,191.51437398215757
Valladolid,Tarragona,486.46413679161225
Valladolid,Teruel,349.0221102668099
Valladolid,Toledo,201.15584247529657
Valladolid,Valencia/València,447.1982336819643
Valladolid,Valladolid,0.0
Valladolid,Vizcaya,244.5144126988692
Valladolid,Zamora,86.38694090254288
Valladolid,Zaragoza,295.2369888529576
Valladolid,Álava,215.86971804700212
Valladolid,Ávila,114.37672741057781
Vizcaya,A Coruña,459.1201763107837
Vizcaya,Albacete,493.40742026327234
Vizcaya,Alicante/Alacant,562.4545832650456
Vizcaya,Almería,681.7286469127354
Vizcaya,Asturias,256.05412018870106
Vizcaya,Badajoz,582.7003692748992
Vizcaya,Barcelona,434.51105682097733
Vizcaya,Burgos,130.7257585814844
Vizcaya,Cantabria,91.98651114926554
Vizcaya,Castellón/Castelló,408.8962965544252
Vizcaya,Ceuta,848.5352834435166
Vizcaya,Ciudad Real,490.836861389887
Vizcaya,Cuenca,374.278004271469
Vizcaya,Cáceres,469.89584660972616
Vizcaya,Cádiz,782.5295787279397
Vizcaya,Córdoba,617.9537052979931
Vizcaya,Girona,472.9563565284508
Vizcaya,Granada,679.223461236134
Vizcaya,Guadalajara,273.02316592697906
Vizcaya,Guipúzcoa,53.31493107736286
Vizcaya,Huelva,712.0245734941419
Vizcaya,Huesca,258.61649820983223
Vizcaya,Illes Balears,626.8910014650954
Vizcaya,Jaén,591.3513906050342
Vizcaya,La Rioja,104.53225565551553
Vizcaya,León,256.6527828058763
Vizcaya,Lleida,349.1420104094335
Vizcaya,Lugo,376.47202506357945
Vizcaya,Madrid,311.85693616571956
Vizcaya,Melilla,887.318647840555
Vizcaya,Murcia,600.5741717397782
Vizcaya,Málaga,737.8132489392266
Vizcaya,Navarra,108.12407762870343
Vizcaya,Ourense,418.36185508392026
Vizcaya,Palencia,177.06752260621965
Vizcaya,Pontevedra,480.509263691817
Vizcaya,Salamanca,378.5555173390394
Vizcaya,Segovia,252.0631908284313
Vizcaya,Sevilla,697.3401830831084
Vizcaya,Soria,179.2748090596513
Vizcaya,Tarragona,389.91134744647565
Vizcaya,Teruel,329.6394105942647
Vizcaya,Toledo,394.48803375520447
Vizcaya,Valencia/València,481.452841247019
Vizcaya,Valladolid,244.5144126988692
Vizcaya,Vizcaya,0.0
Vizcaya,Zamora,303.05585412583565
Vizcaya,Zaragoza,228.19934016400592
Vizcaya,Álava,57.09473549882058
Vizcaya,Ávila,344.3816051363841
Zamora,A Coruña,265.0198030083705
Zamora,Albacete,460.52761907209856
Zamora,Alicante/Alacant,581.2230316401399
Zamora,Almería,588.9122709303937
Zamora,Asturias,181.26800927228325
Zamora,Badajoz,340.3581763922474
Zamora,Barcelona,654.7889416474045
Zamora,Burgos,195.54788468308382
Zamora,Cantabria,232.250472174252
Zamora,Castellón/Castelló,506.1537703327574
Zamora,Ceuta,651.3282114679544
Zamora,Ciudad Real,359.3495887434705
Zamora,Cuenca,365.2113987999465
Zamora,Cáceres,212.03013640700377
Zamora,Cádiz,571.0639059235845
Zamora,Córdoba,435.7296003307259
Zamora,Girona,714.7127780980505
Zamora,Granada,547.5843879851308
Zamora,Guadalajara,282.18822187085226
Zamora,Guipúzcoa,340.87630054465814
Zamora,Huelva,463.11001440563757
Zamora,Huesca,484.4288542765708
Zamora,Illes Balears,776.6956011368261
Zamora,Jaén,464.7813891791123
Zamora,La Rioja,276.2902100638942
Zamora,León,89.17747385424111
Zamora,Lleida,570.0057063819428
Zamora,Lugo,196.44173538120575
Zamora,Madrid,224.0044229393228
Zamora,Melilla,759.489679530845
Zamora,Murcia,568.149769108665
Zamora,Málaga,559.3130473517688
Zamora,Navarra,356.22156007887116
Zamora,Ourense,164.5836419440619
Zamora,Palencia,126.5981294032376
Zamora,Pontevedra,235.344672602038
Zamora,Salamanca,104.0015455118768
Zamora,Segovia,162.9381616771646
Zamora,Sevilla,480.7718436583463
Zamora,Soria,277.354621399122
Zamora,Tarragona,572.8170061959933
Zamora,Teruel,434.28631794407926
Zamora,Toledo,244.71522381415687
Zamora,Valencia/València,524.8693298639846
Zamora,Valladolid,86.38694090254288
Zamora,Vizcaya,303.05585412583565
Zamora,Zamora,0.0
Zamora,Zaragoza,381.3200705674726
Zamora,Álava,285.92935934538895
Zamora,Ávila,142.78812763008895
Zaragoza,A Coruña,616.4753884810918
Zaragoza,Albacete,302.15728322966766
Zaragoza,Alicante/Alacant,343.2373174033807
Zaragoza,Almería,500.35808939816263
Zaragoza,Asturias,434.0428419112304
Zaragoza,Badajoz,524.0042675634573
Zaragoza,Barcelona,275.1323220892038
Zaragoza,Burgos,206.87543891695336
Zaragoza,Cantabria,290.2365842037063
Zaragoza,Castellón/Castelló,180.8219694892294
Zaragoza,Ceuta,721.3971749268741
Zaragoza,Ciudad Real,362.3009361928298
Zaragoza,Cuenca,197.69520042405136
Zaragoza,Cáceres,449.161096721044
Zaragoza,Cádiz,672.0117183227231
Zaragoza,Córdoba,502.09472363628095
Zaragoza,Girona,340.8022866732854
Zaragoza,Granada,520.5599625875245
Zaragoza,Guadalajara,145.61766598916827
Zaragoza,Guipúzcoa,191.26404912413582
Zaragoza,Huelva,643.5617251332612
Zaragoza,Huesca,122.83527382327583
Zaragoza,Illes Balears,415.07412529584724
Zaragoza,Jaén,440.1422723258944
Zaragoza,La Rioja,140.93643321360327
Zaragoza,León,388.4037884374915
Zaragoza,Lleida,193.608287062428
Zaragoza,Lugo,533.5391627013022
Zaragoza,Madrid,232.20888442867638
Zaragoza,Melilla,711.8331283229193
Zaragoza,Murcia,397.07190613626625
Zaragoza,Málaga,605.2066118047018
Zaragoza,Navarra,132.17318960080786
Zaragoza,Ourense,539.6003926837201
Zaragoza,Palencia,282.8008218782055
Zaragoza,Pontevedra,610.0362836167837
Zaragoza,Salamanca,401.1093326633351
Zaragoza,Segovia,234.11804191620388
Zaragoza,Sevilla,599.3724672486036
Zaragoza,Soria,104.16153551780464
Zaragoza,Tarragona,192.79963022761655
Zaragoza,Teruel,103.25050805019643
Zaragoza,Toledo,312.2933080050139
Zaragoza,Valencia/València,259.8786838677517
Zaragoza,Valladolid,295.2369888529576
Zaragoza,Vizcaya,228.19934016400592
Zaragoza,Zamora,381.3200705674726
Zaragoza,Zaragoza,0.0
Zaragoza,Álava,177.21288026243863
Zaragoza,Ávila,327.4100489934826
Álava,A Coruña,473.0589606472484
Álava,Albacete,436.3383170766953
Álava,Alicante/Alacant,506.4855548112239
Álava,Almería,625.2078439412031
Álava,Asturias,275.45250789076795
Álava,Badajoz,540.6279293316464
Álava,Barcelona,406.1781162022078
Álava,Burgos,94.82530805167131
Álava,Cantabria,117.20078465390728
Álava,Castellón/Castelló,356.62305404392043
Álava,Ceuta,797.6970621776808
Álava,Ciudad Real,437.8081657778431
Álava,Cuenca,317.2781028774194
Álava,Cáceres,433.2399445439391
Álava,Cádiz,733.7119387255044
Álava,Córdoba,567.4585230437087
Álava,Girona,452.40758884879483
Álava,Granada,624.3213842798846
Álava,Guadalajara,216.7993629883514
Álava,Guipúzcoa,58.937384403044675
Álava,Huelva,669.4556674087263
Álava,Huesca,227.66145184304463
Álava,Illes Balears,584.9169150480524
Álava,Jaén,536.7823833559063
Álava,La Rioja,47.51173739741611
Álava,León,256.05739668293023
Álava,Lleida,319.28859672744727
Álava,Lugo,389.1464627001912
Álava,Madrid,261.03017359754443
Álava,Melilla,831.4416184930258
Álava,Murcia,543.5120634010259
Álava,Málaga,685.8705166559402
Álava,Navarra,77.49379401672793
Álava,Ourense,418.5787743031128
Álava,Palencia,160.70713866292962
Álava,Pontevedra,484.5782842854828
Álava,Salamanca,349.1199393883089
Álava,Segovia,207.7444093196149
Álava,Sevilla,649.8901813913508
Álava,Soria,122.29236867569546
Álava,Tarragona,350.77328399223904
Álava,Teruel,276.3943818410314
Álava,Toledo,345.6465763586324
Álava,Valencia/València,426.07061126933075
Álava,Valladolid,215.86971804700212
Álava,Vizcaya,57.09473549882058
Álava,Zamora,285.92935934538895
Álava,Zaragoza,177.21288026243863
Álava,Álava,0.0
Álava,Ávila,305.02738162273954
Ávila,A Coruña,401.0531930401987
Ávila,Albacete,326.35771831267454
Ávila,Alicante/Alacant,453.16351205095066
Ávila,Almería,446.12414393338645
Ávila,Asturias,314.34601514097835
Ávila,Badajoz,238.98202631824802
Ávila,Barcelona,598.5082522885034
Ávila,Burgos,213.84330921353964
Ávila,Cantabria,306.01693066697214
Ávila,Castellón/Castelló,407.86376694667877
Ávila,Ceuta,527.9640947280358
Ávila,Ciudad Real,216.60125919741927
Ávila,Cuenca,246.35568169540358
Ávila,Cáceres,129.34733255630096
Ávila,Cádiz,453.0085764985181
Ávila,Córdoba,303.2502021706731
Ávila,Girona,667.5422606872906
Ávila,Granada,406.6347989978241
Ávila,Guadalajara,192.74919365448514
Ávila,Guipúzcoa,363.8133345619041
Ávila,Huelva,368.34878433337343
Ávila,Huesca,446.7452090030214
Ávila,Illes Balears,681.4200276314981
Ávila,Jaén,322.5842234162392
Ávila,La Rioja,274.0660980476307
Ávila,León,222.01998261070838
Ávila,Lleida,520.4158634791828
Ávila,Lugo,338.0481554065099
Ávila,Madrid,109.01946583996076
Ávila,Melilla,619.7838331000082
Ávila,Murcia,430.369707670748
Ávila,Málaga,428.0832826192985
Ávila,Navarra,354.50385650071786
Ávila,Ourense,290.31067266763
Ávila,Palencia,190.71039970544544
Ávila,Pontevedra,356.57076931642587
Ávila,Salamanca,84.57836839531574
Ávila,Segovia,101.23882307100145
Ávila,Sevilla,363.97317287156073
Ávila,Soria,236.6801179808259
Ávila,Tarragona,503.9539768660245
Ávila,Teruel,348.1327518377799
Ávila,Toledo,102.30914641426418
Ávila,Valencia/València,406.563167978464
Ávila,Valladolid,114.37672741057781
Ávila,Vizcaya,344.3816051363841
Ávila,Zamora,142.78812763008895
Ávila,Zaragoza,327.4100489934826
Ávila,Álava,305.02738162273954
Ávila,Ávila,0.0
